,name,appid,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
570,steamworlddig,252410.0,2013-12-05,1.0,Image & Form Games,Image & Form Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Platformer;Mining;Steampunk,24.0,4095.0,311.0,169.0,250.0,500000-1000000,6.99
571,steelstormburningretribution,96200.0,2011-05-11,1.0,Kot in Action Creative Artel,Kot in Action Creative Artel,windows;linux,0.0,Single-player;Multi-player;Co-op;Steam Trading Cards;Partial Controller Support;Includes level editor,Action;Indie,Indie;Action;Shooter,0.0,181.0,115.0,280.0,280.0,200000-500000,11.39
574,supremecommander,9350.0,2011-09-28,1.0,Gas Powered Games,Square Enix,windows,0.0,Single-player;Multi-player,Strategy,Strategy;RTS;Sci-fi,0.0,1065.0,162.0,306.0,306.0,1000000-2000000,8.99
575,supremecommanderforgedalliance,9420.0,2011-09-28,1.0,Gas Powered Games,Square Enix,windows,0.0,Single-player;Multi-player,Strategy,Strategy;RTS;Sci-fi,0.0,4969.0,174.0,803.0,1067.0,1000000-2000000,8.99
576,swordsandsoldiershd,63500.0,2010-12-02,1.0,Ronimo Games,Ronimo Games,windows;mac,0.0,Single-player;Multi-player;Steam Achievements;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Casual;Indie;Strategy,Strategy;Indie;Casual,25.0,572.0,160.0,132.0,227.0,100000-200000,6.99
577,trauma,98100.0,2011-08-08,1.0,Krystian Majewski,Krystian Majewski,windows;mac,0.0,Single-player,Adventure;Indie;Casual,Indie;Adventure;Casual,0.0,402.0,182.0,7.0,7.0,200000-500000,4.39
578,thebaconing,18070.0,2011-08-31,1.0,Hothead Games,Hothead Games,windows;mac,0.0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,RPG;Action;Adventure,12.0,149.0,37.0,14.0,14.0,100000-200000,9.99
579,theball,35460.0,2010-10-26,1.0,Teotl Studios,Tripwire Interactive,windows,0.0,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Adventure;Indie,Puzzle;Action;Indie,17.0,606.0,210.0,14.0,14.0,200000-500000,6.99
580,thedarkeyechainsofsatinav,203830.0,2012-06-22,1.0,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Point & Click;Fantasy,36.0,1279.0,199.0,290.0,566.0,200000-500000,26.99
581,theexpendabros,312990.0,2014-08-05,1.0,Free Lives,Devolver Digital,windows;mac,0.0,Single-player;Shared/Split Screen;Full controller support,Action;Adventure;Free to Play;Indie,Free to Play;Action;Multiplayer,0.0,15084.0,425.0,85.0,56.0,2000000-5000000,0.0
582,theguildii,39650.0,2010-06-24,1.0,4 Head Studios,THQ Nordic,windows,0.0,Single-player,Simulation;Strategy,Simulation;Strategy;Medieval,0.0,385.0,196.0,1014.0,1018.0,500000-1000000,8.99
583,theincredibleadventuresofvanhelsing,215530.0,2013-05-22,1.0,NeocoreGames,NeocoreGames,windows,0.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Hack and Slash;Action RPG,95.0,4993.0,1064.0,572.0,720.0,500000-1000000,10.99
585,thepath,27000.0,2009-03-18,1.0,Tale of Tales,Tale of Tales,windows;mac,0.0,Single-player;Steam Trading Cards,Adventure;Indie,Walking Simulator;Indie;Horror,0.0,502.0,177.0,49.0,64.0,100000-200000,6.99
590,thetypingofthedeadoverkill,246580.0,2013-10-29,1.0,Modern Dream,SEGA,windows,18.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Typing;On-Rails Shooter;Zombies,33.0,2280.0,347.0,175.0,185.0,200000-500000,14.99
591,thomaswasalone,220780.0,2012-11-12,1.0,Bithell Games,Bithell Games,windows;mac,0.0,Single-player;Steam Achievements;Full controller support,Indie,Platformer;Indie;Narration,35.0,7456.0,438.0,72.0,81.0,500000-1000000,5.99
596,trials2secondedition,16600.0,2008-05-28,1.0,Redlynx,RedLynx Ltd.,windows,0.0,Single-player;Multi-player;Steam Achievements,Indie;Racing;Sports,Racing;Indie;Sports,25.0,169.0,33.0,382.0,382.0,50000-100000,5.99
599,unepic,233980.0,2014-07-25,1.0,@unepic_fran,@unepic_fran,windows;mac;linux,16.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor,Action;Indie;RPG,RPG;Indie;Platformer,57.0,5899.0,449.0,392.0,342.0,200000-500000,9.99
600,uplink,1510.0,2006-08-23,1.0,Introversion Software,Introversion Software,windows;mac;linux,0.0,Single-player,Indie;Strategy,Hacking;Indie;Strategy,0.0,1602.0,152.0,65.0,77.0,500000-1000000,6.99
601,vvvvvv,70300.0,2010-09-07,1.0,Terry Cavanagh,Terry Cavanagh,windows;mac;linux,0.0,Single-player;Full controller support,Action;Indie,Platformer;Indie;Great Soundtrack,19.0,6719.0,268.0,76.0,74.0,1000000-2000000,3.99
602,vampirethemasqueradebloodlines,2600.0,2007-03-22,1.0,Troika Games,Activision,windows,0.0,Single-player,Action,RPG;Vampire;Cult Classic,0.0,6161.0,362.0,350.0,202.0,500000-1000000,14.99
603,vessel,108500.0,2012-03-01,1.0,Strange Loop Games,IndiePub,windows,0.0,Single-player;Steam Achievements;Full controller support,Action;Indie;Strategy,Puzzle;Indie;Platformer,20.0,540.0,70.0,21.0,25.0,200000-500000,14.99
607,wargameeuropeanescalation,58610.0,2012-02-22,1.0,Eugen Systems,Eugen Systems,windows;mac;linux,0.0,Single-player;Multi-player;Steam Achievements;Valve Anti-Cheat enabled,Strategy,Strategy;RTS;Military,29.0,1892.0,574.0,11.0,11.0,500000-1000000,7.99
608,warlockmasterofthearcane,203630.0,2012-05-08,1.0,Ino-Co Plus,Paradox Interactive,windows,0.0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;Turn-Based Strategy;Fantasy,0.0,1811.0,293.0,115.0,136.0,500000-1000000,18.99
610,windosill,37600.0,2009-09-25,1.0,Vectorpark,Vectorpark,windows;mac,0.0,Single-player,Adventure;Casual;Indie,Casual;Point & Click;Indie,0.0,821.0,85.0,31.0,31.0,100000-200000,1.99
611,wingsofprey,45300.0,2010-01-08,1.0,Gaijin Entertainment,Gaijin Entertainment,windows,0.0,Single-player;Steam Achievements;Partial Controller Support,Simulation,Simulation;Flight;World War II,45.0,314.0,148.0,1154.0,1154.0,100000-200000,6.99
612,wizorb,207420.0,2012-03-14,1.0,Tribute Games Inc.,Tribute Games Inc.,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Arcade;Pixel Graphics,20.0,538.0,224.0,504.0,504.0,200000-500000,1.99
613,wormsclanwars,233840.0,2013-08-15,1.0,Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0.0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Strategy,Strategy;Multiplayer;Turn-Based,14.0,1730.0,556.0,533.0,486.0,500000-1000000,18.99
614,zenbound2,61600.0,2010-11-16,1.0,Secret Exit Ltd.,Secret Exit Ltd.,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Cloud,Indie;Casual,Casual;Indie;Puzzle,11.0,432.0,65.0,133.0,133.0,200000-500000,3.99
615,zenoclash,22200.0,2009-04-21,1.0,ACE Team,ACE Team,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Surreal,22.0,1980.0,356.0,307.0,307.0,200000-500000,6.99
616,zenoclash2,215690.0,2013-04-30,1.0,ACE Team,SEGA,windows,0.0,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Surreal,19.0,764.0,256.0,156.0,190.0,200000-500000,10.99
617,breathofdeathvii,107300.0,2011-07-13,1.0,Zeboyd Games,Zeboyd Games,windows,0.0,Single-player;Full controller support,RPG;Indie,RPG;Indie;JRPG,0.0,994.0,187.0,30.0,26.0,500000-1000000,0.0
618,cthulhusavestheworld,107310.0,2011-07-13,1.0,Zeboyd Games,Zeboyd Games,windows,0.0,Single-player;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;Comedy,0.0,2868.0,222.0,351.0,388.0,500000-1000000,0.0
620,hackerevolution,70100.0,2010-09-14,1.0,exosyphen studios,exosyphen studios,windows;mac;linux,0.0,Single-player;Steam Trading Cards,Simulation,Simulation;Hacking;Puzzle,0.0,598.0,308.0,189.0,214.0,200000-500000,0.79
622,scourgeoutbreak,227560.0,2014-04-02,1.0,Tragnarion Studios,Bitbox S.L.,windows;mac,16.0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Third-Person Shooter;Indie,43.0,321.0,166.0,289.0,381.0,100000-200000,5.59
623,stalkerclearsky,20510.0,2008-09-15,1.0,GSC Game World,GSC World Publishing,windows,0.0,Single-player;Multi-player,Action;RPG,Open World;Atmospheric;Post-apocalyptic,0.0,5550.0,903.0,716.0,779.0,500000-1000000,7.99
624,silenthunteriii,15210.0,2008-06-13,1.0,Ubisoft,Ubisoft,windows,0.0,Single-player;Multi-player;Co-op,Simulation,Simulation;Naval;World War II,0.0,685.0,113.0,0.0,0.0,100000-200000,4.29
626,grandtheftautoiv,12210.0,2008-12-02,1.0,Rockstar North;Rockstar Toronto,Rockstar Games,windows,0.0,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Open World;Action;Bowling,0.0,35240.0,18926.0,1255.0,634.0,2000000-5000000,19.99
627,kingdomrush,246420.0,2014-01-06,1.0,Ironhide Game Studio,Ironhide Game Studio,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Tower Defense;Strategy;Indie,72.0,5101.0,182.0,225.0,253.0,200000-500000,6.99
628,alwayssometimesmonsters,274310.0,2014-05-21,1.0,Vagabond Dog,Devolver Digital,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPGMaker;Indie;RPG,10.0,1684.0,550.0,296.0,426.0,200000-500000,6.99
629,blackguards,249650.0,2014-01-22,1.0,Daedalic Entertainment,Daedalic Entertainment,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Turn-Based;Strategy,45.0,1669.0,1050.0,174.0,232.0,500000-1000000,26.99
630,botanicula,207690.0,2012-05-07,1.0,Amanita Design,Amanita Design,windows;mac,0.0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Point & Click;Adventure;Indie,53.0,3524.0,136.0,16.0,20.0,200000-500000,7.99
631,broforce,274190.0,2015-10-15,1.0,Free Lives,Devolver Digital,windows;mac;linux,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support;Includes level editor,Action;Adventure;Casual;Indie,America;Action;Pixel Graphics,17.0,31033.0,1059.0,498.0,459.0,1000000-2000000,11.99
633,carmechanicsimulator2014,270850.0,2014-01-24,1.0,PlayWay S.A.;Red Dot Games,PlayWay S.A.,windows;mac,0.0,Single-player,Simulation,Simulation;Singleplayer;Education,0.0,3333.0,743.0,128.0,176.0,500000-1000000,4.99
634,castlestorm,241410.0,2013-07-29,1.0,Zen Studios,Zen Studios,windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Action;Indie,46.0,1104.0,129.0,950.0,1522.0,100000-200000,6.99
635,companyofheroes2,231430.0,2013-06-25,1.0,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,Strategy,Strategy;World War II;RTS,452.0,32548.0,12038.0,1846.0,277.0,2000000-5000000,14.99
636,cossacksiinapoleonicwars,115200.0,2011-08-26,1.0,GSC Game World,GSC World Publishing,windows,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,Strategy,Strategy;RTS;Historical,0.0,151.0,183.0,17.0,17.0,50000-100000,3.99
637,fear2projectorigin,16450.0,2009-02-12,1.0,Monolith,Warner Bros. Interactive Entertainment,windows,0.0,Single-player;Multi-player,Action,Horror;FPS;Action,0.0,3274.0,509.0,301.0,367.0,1000000-2000000,9.99
638,flatout2,2990.0,2006-12-21,1.0,Bugbear Entertainment,Strategy First,windows,0.0,Single-player,Racing,Racing;Destruction;Multiplayer,0.0,5438.0,343.0,293.0,351.0,500000-1000000,5.99
639,grid2,44350.0,2013-05-27,1.0,Codemasters Racing;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),windows,0.0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Racing;Sports,Racing;Sports;Multiplayer,60.0,11953.0,3009.0,340.0,243.0,1000000-2000000,19.98
640,gamedevtycoon,239820.0,2013-08-29,1.0,Greenheart Games,Greenheart Games,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Casual;Indie;Simulation;Strategy,Simulation;Management;Indie,35.0,27373.0,1436.0,807.0,492.0,1000000-2000000,6.99
642,helicoptersimulator2014searchandrescue,266290.0,2014-02-28,1.0,VipaGames,VipaGames,windows,0.0,Single-player;Steam Achievements;Partial Controller Support,Simulation,Simulation;Flight;Great Soundtrack,36.0,93.0,219.0,15.0,15.0,20000-50000,4.99
643,hostilewatersantaeusrising,267980.0,2014-01-30,1.0,Rage Software,Funbox Media Ltd,windows,0.0,Single-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Action;Sci-fi,0.0,231.0,84.0,244.0,207.0,200000-500000,2.09
644,humanityasset,271640.0,2014-02-20,1.0,Browny Application,KISS ltd,windows,0.0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Action;Indie,Action;Indie;Platformer,38.0,148.0,314.0,258.0,273.0,200000-500000,1.69
645,kerbalspaceprogram,220200.0,2015-04-27,1.0,Squad,Private Division ,windows;mac;linux,0.0,Single-player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,Indie;Simulation,Space;Simulation;Sandbox,0.0,49328.0,5168.0,9223.0,351.0,2000000-5000000,29.99
646,legoworlds,332310.0,2017-03-07,1.0,TT Games;Traveller's Tales,Warner Bros. Interactive Entertainment,windows,0.0,Single-player;Online Multi-Player;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Adventure,LEGO;Open World;Building,71.0,9013.0,2738.0,723.0,783.0,500000-1000000,24.99
647,luftrausers,233150.0,2014-03-18,1.0,Vlambeer,Devolver Digital,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Simulation,Indie;Arcade;Action,12.0,3180.0,302.0,260.0,347.0,200000-500000,6.99
648,littleracersstreet,262690.0,2014-02-06,1.0,Milkstone Studios,Milkstone Studios,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Racing,Racing;Indie;Casual,43.0,729.0,149.0,0.0,0.0,100000-200000,4.79
649,lume,105100.0,2011-05-09,1.0,State of Play Games,State of Play Games,windows;mac,0.0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Point & Click,0.0,206.0,251.0,8.0,8.0,50000-100000,4.79
652,magicduels,316010.0,2015-07-29,1.0,Stainless Games Ltd.,Wizards of the Coast LLC,windows,0.0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Free to Play;Strategy,Free to Play;Card Game;Trading Card Game,49.0,16599.0,6912.0,1854.0,125.0,2000000-5000000,0.0
653,majesty2,25980.0,2009-09-17,1.0,1C:InoCo,Paradox Interactive,windows,0.0,Single-player,Simulation;Strategy,Strategy;Simulation;Fantasy,0.0,305.0,130.0,0.0,0.0,100000-200000,7.99
654,menofwar,7830.0,2009-05-06,1.0,Best Way,1C Entertainment;1C-SoftClub,windows,0.0,Single-player;Multi-player;Steam Cloud;Includes level editor,Strategy,Strategy;World War II;RTS,0.0,1664.0,257.0,0.0,0.0,200000-500000,3.99
655,menofwarassaultsquad,64000.0,2011-02-24,1.0,Digitalmindsoft,1C Entertainment;1C-SoftClub,windows,0.0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Leaderboards;Includes level editor,Strategy,Strategy;World War II;Tactical,110.0,2881.0,416.0,292.0,365.0,500000-1000000,7.19
656,menofwarcondemnedheroes,204860.0,2012-04-12,1.0,1C-SoftClub,1C Entertainment,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Cloud;Includes level editor,Action;Strategy,Strategy;Action;World War II,14.0,188.0,101.0,115.0,115.0,100000-200000,5.59
657,menofwarredtide,3130.0,2009-11-01,1.0,1C Entertainment,1C Entertainment;1C-SoftClub,windows,0.0,Single-player;Steam Cloud,Strategy,Strategy;World War II;RTS,0.0,294.0,69.0,0.0,0.0,200000-500000,3.99
658,menofwarvietnam,63940.0,2011-09-08,1.0,1C Entertainment,1C Entertainment;1C-SoftClub,windows,0.0,Single-player;Multi-player;Co-op;Steam Cloud;Includes level editor,Strategy,Strategy;RTS;Tactical,22.0,399.0,247.0,10.0,10.0,100000-200000,5.59
666,shelter,244710.0,2013-08-28,1.0,Might and Delight,Might and Delight,windows;mac,0.0,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Cute,0.0,2774.0,479.0,77.0,87.0,200000-500000,6.99
667,sidmeiersacepatrol,244070.0,2013-08-27,1.0,Firaxis Games,2K,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Strategy,Strategy;Casual;Turn-Based,52.0,389.0,181.0,175.0,175.0,500000-1000000,3.99
668,sidmeiersacepatrolpacificskies,244090.0,2013-11-05,1.0,Firaxis Games,2K,windows,0.0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Strategy,Strategy;Casual;Turn-Based,50.0,202.0,120.0,193.0,193.0,500000-1000000,3.99
669,sidmeierspirates,3920.0,2005-07-11,1.0,Firaxis Games,2K,windows,0.0,Single-player,RPG,Pirates;Open World;RPG,0.0,2641.0,193.0,296.0,436.0,500000-1000000,5.99
670,skullsoftheshogun,228960.0,2013-07-29,1.0,17-BIT,17-BIT,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards;Commentary available,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,27.0,498.0,56.0,329.0,411.0,100000-200000,7.19
671,spacehulk,242570.0,2013-08-15,1.0,Full Control Studios,Full Control,windows;mac;linux,0.0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Warhammer 40K;Strategy;Turn-Based,28.0,1292.0,556.0,87.0,87.0,200000-500000,18.99
672,speedrunners,207140.0,2016-04-19,1.0,DoubleDutch Games,tinyBuild,windows;mac;linux,0.0,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,Action;Casual;Indie;Racing;Sports,Multiplayer;Racing;Local Multiplayer,29.0,20854.0,1455.0,421.0,320.0,1000000-2000000,10.99
676,theescapists,298630.0,2015-02-13,1.0,Mouldy Toof Studios,Team17 Digital Ltd,windows;mac;linux,0.0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Simulation;Strategy,Pixel Graphics;Strategy;Crafting,37.0,11629.0,1432.0,826.0,590.0,1000000-2000000,12.99
677,thiswarofmine,282070.0,2014-11-14,1.0,11 bit studios,11 bit studios,windows;mac;linux,0.0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie;Simulation,Survival;War;Atmospheric,42.0,47258.0,2571.0,512.0,347.0,2000000-5000000,14.99
678,tickettoride,108200.0,2012-05-24,1.0,Days of Wonder,Days of Wonder;Asmodee Digital,windows;mac;linux,0.0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Turn Notifications,Casual;Indie;Strategy,Board Game;Strategy;Multiplayer,83.0,1476.0,283.0,607.0,607.0,200000-500000,6.99
681,towerfallascension,251470.0,2014-03-11,1.0,Matt Thorson,Matt Makes Games Inc.,windows;mac;linux,0.0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie,Local Multiplayer;Indie;Action,30.0,1906.0,125.0,337.0,340.0,200000-500000,10.99
