zpid,street,zipcode,city,state,latitude,longitude,FIPScounty,propertyType,yearBuilt,lotSizeSqFt,finishedSqFt,bathrooms,bedrooms,lastSoldDate,lastSoldPrice,zestimatePrice
64865823,127 Tall Oak,92603,Irvine,CA,33.647787,-117.771436,6059,SingleFamily,2004,,1800,3.0,3,08/29/2012,640000,829346
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
61643735,105 Treehouse,92603,Irvine,CA,33.646663,-117.769763,6059,SingleFamily,2004,4174,2535,2.5,4,04/16/2004,767500,1310243
61643772,111 Weathervane,92603,Irvine,CA,33.6458,-117.769434,6059,SingleFamily,2004,4305,2982,5.0,4,09/01/2004,930000,1502482
25501369,17 Silver Fern,92603,Irvine,CA,33.635635,-117.804658,6059,SingleFamily,1979,6800,2481,2.5,3,11/15/2007,895000,1298276
25501178,17 Rimrock,92603,Irvine,CA,33.635234,-117.813192,6059,SingleFamily,1977,8100,5194,4.5,5,,,2621636
25501367,13 Silver Fern,92603,Irvine,CA,33.635459,-117.804911,6059,SingleFamily,1978,6550,2546,2.5,3,,,1224386
25501220,18 Bluff Vw,92603,Irvine,CA,33.635096,-117.808044,6059,SingleFamily,1977,5520,3027,3.0,5,09/23/2010,1475000,1749380
25501129,7 Sunburst,92603,Irvine,CA,33.634977,-117.810454,6059,SingleFamily,1977,8370,3254,3.0,5,,,1991558
25501514,6 Sunrise,92603,Irvine,CA,33.634843,-117.801999,6059,SingleFamily,1980,6000,3478,2.5,4,,,1484594
25501554,41 Sunlight,92603,Irvine,CA,33.63476,-117.800432,6059,SingleFamily,1983,7800,3195,2.5,4,,,1456791
25501198,1 Clear Spg,92603,Irvine,CA,33.634322,-117.811801,6059,SingleFamily,1977,7728,2524,3.0,3,01/28/1994,415000,1365605
25501536,7 Sunrise,92603,Irvine,CA,33.634419,-117.801791,6059,SingleFamily,1980,6000,1973,2.0,2,,,1100392
25501274,35 Silver Cres,92603,Irvine,CA,33.634091,-117.807465,6059,SingleFamily,1977,8280,2921,4.0,6,,,1570392
25501244,3 Cedar Rdg,92603,Irvine,CA,33.634069,-117.809459,6059,SingleFamily,1994,7700,4261,5.5,7,10/04/1994,470000,2399969
25501295,48 Silver Cres,92603,Irvine,CA,33.633852,-117.806852,6059,SingleFamily,1977,6420,2800,3.0,4,09/27/2010,1240000,1611293
25671821,2 Evening Shadow # 6,92603,Irvine,CA,33.633818,-117.800563,6059,Condominium,1980,,1042,2.0,2,06/07/2012,385000,608507
2115577138,2 Evening Breeze,92603,Irvine,CA,33.633852,-117.799585,,Condominium,1980,,1090,2.0,2,08/28/2008,440000,226707
25766798,1 Moon Dust # 28,92603,Irvine,CA,33.633179,-117.800056,6059,Condominium,1982,,1042,2.0,2,01/20/1984,156000,615792
,,,,,,,,,,,,,,,,
2092159272,7 Moon Dust,92603,Irvine,CA,33.633179,-117.800056,,Condominium,1982,,1525,2.5,2,05/15/2019,2950,399950
25501161,10 Silver Cres,92603,Irvine,CA,33.632823,-117.811046,6059,SingleFamily,1977,6240,2175,2.0,4,08/23/2017,1375000,1451967
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
25776093,41 Urey Ct,92617,Irvine,CA,33.636741,-117.836794,6059,SingleFamily,1992,5044,2920,3.0,5,,,1209633
,,,,,,,,,,,,,,,,
2104526639,630 Cantor,92620,Irvine,CA,33.694137,-117.742881,,Townhouse,2008,,1034,2.0,2,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2124295436,814 Cantor,92620,Irvine,CA,33.69534,-117.744184,,Apartment,2009,,749,1.5,1,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
61499393,54 Shady Ln,92603,Irvine,CA,33.628133,-117.825371,6059,SingleFamily,2004,6054,2400,3.0,3,12/27/2013,1700000,2003967
61643404,25 Garden Ter,92603,Irvine,CA,33.627557,-117.823711,6059,SingleFamily,2003,8581,3843,4.5,5,09/21/2015,2680000,2782057
61643381,23 Topiary,92603,Irvine,CA,33.629525,-117.822508,6059,SingleFamily,2002,5594,2734,3.5,3,12/23/2003,1660000,2088377
61643383,20 Topiary,92603,Irvine,CA,33.629129,-117.822008,6059,SingleFamily,2003,9125,2400,2.5,3,02/22/2019,1840000,1870678
,,,,,,,,,,,,,,,,
69247725,26 Sweet Shade,92606,Irvine,CA,33.692893,-117.81825,6059,SingleFamily,2008,4000,2719,3.0,4,07/11/2008,807500,1114160
61646775,234 Terra Cotta,92603,Irvine,CA,33.650405,-117.781878,6059,Condominium,2002,,2501,3.5,4,02/29/2008,650000,1053872
61500219,91 Passage,92603,Irvine,CA,33.650405,-117.781878,6059,Condominium,2003,,2501,2.5,3,12/22/2017,990000,1026008
61646793,110 Vermillion,92603,Irvine,CA,33.650405,-117.781878,6059,Condominium,2002,,1891,3.0,4,05/08/2003,508000,869698
63119632,41 Nightshade,92603,Irvine,CA,33.651921,-117.780606,6059,Condominium,2003,,1869,3.0,4,12/06/2018,3450,811884
61643229,23 Castlerock,92603,Irvine,CA,33.626485,-117.81955,6059,SingleFamily,2003,8965,4165,4.5,4,12/09/2003,1940000,2649432
61643269,37 Blue Smt,92603,Irvine,CA,33.624996,-117.82019,6059,SingleFamily,2004,10415,4620,5.5,4,04/25/2018,3500000,3571206
61643243,23 Highpoint,92603,Irvine,CA,33.624045,-117.818837,6059,SingleFamily,2002,9618,4550,4.5,5,03/29/2005,2719500,3443652
63118619,305 Tall Oak,92603,Irvine,CA,33.647787,-117.771436,6059,Condominium,2003,,1850,3.0,3,09/25/2009,632000,862549
63118620,303 Tall Oak,92603,Irvine,CA,33.647787,-117.771436,6059,SingleFamily,2003,1498,1808,3.0,3,03/04/2018,823000,845284
63118636,333 Tall Oak,92603,Irvine,CA,33.647787,-117.771436,6059,Condominium,2003,,1930,2.5,3,06/25/2003,470500,881868
59731477,8 Joyce Ct,92617,Irvine,CA,33.63464,-117.841903,6059,SingleFamily,2000,4557,2527,3.5,4,,,966949
59731491,25 Mcclintock Ct,92617,Irvine,CA,33.634436,-117.840285,6059,SingleFamily,2000,4230,2960,4.0,4,,,1529804
89153715,300 Regal,92620,Irvine,CA,33.69091,-117.746277,6059,SingleFamily,,189902,,,,,,835290
61647556,11 Frost St,92617,Irvine,CA,33.638885,-117.834911,6059,SingleFamily,2002,6116,2609,3.0,4,,,906027
25776109,18 Whistler Ct,92617,Irvine,CA,33.635526,-117.840952,6059,SingleFamily,1992,7200,4438,3.5,5,,,2417028
25776119,15 Whistler Ct,92617,Irvine,CA,33.635569,-117.839369,6059,SingleFamily,1992,6600,2868,3.0,5,,,1166446
25775738,16 Curie Ct,92617,Irvine,CA,33.639454,-117.842032,6059,SingleFamily,1985,7200,1772,2.0,3,08/26/1999,251000,909897
25775794,18 Newton Ct,92617,Irvine,CA,33.639026,-117.839521,6059,SingleFamily,1986,2800,1587,2.5,3,08/05/2008,260000,715450
,,,,,,,,,,,,,,,,
25775628,50 Whitman Ct,92617,Irvine,CA,33.637322,-117.83871,6059,SingleFamily,1990,,2272,3.5,3,02/27/2015,551500,743404
25775595,16 Whitman Ct # 59,92617,Irvine,CA,33.636995,-117.83954,6059,SingleFamily,1989,,1250,2.0,2,02/23/2010,205000,425942
25775895,24 Urey Ct,92617,Irvine,CA,33.637916,-117.841232,6059,SingleFamily,1987,8610,2877,3.0,4,02/15/2005,536500,1429935
25775645,67 Whitman Ct,92617,Irvine,CA,33.637234,-117.838408,6059,SingleFamily,1992,,1800,2.5,2,,,785543
59731527,9 Murasaki St,92617,Irvine,CA,33.64069,-117.83553,6059,SingleFamily,2001,7262,1922,3.0,4,,,817757
59731520,25 Murasaki St,92617,Irvine,CA,33.639879,-117.834,6059,SingleFamily,2001,5674,2655,3.0,4,,,1170395
59731532,7 Twain St,92617,Irvine,CA,33.639877,-117.835668,6059,SingleFamily,2001,4977,1922,3.0,4,,,753878
61647531,24 Fuertes St,92617,Irvine,CA,33.639217,-117.833353,6059,SingleFamily,2002,4534,2655,3.0,4,08/26/2004,467000,1181391
137442157,31 Fuertes St,92617,Irvine,CA,33.63855,-117.833037,6059,SingleFamily,2005,5755,2609,3.0,4,,,823609
137442171,61 Murasaki St,92617,Irvine,CA,33.638827,-117.831363,6059,SingleFamily,2005,5614,2655,3.0,4,,,1203114
111376883,74 Murasaki St,92617,Irvine,CA,33.638045,-117.831442,6059,SingleFamily,2005,5582,2609,3.0,4,,,959667
137442152,41 Fuertes St,92617,Irvine,CA,33.638322,-117.83215,6059,SingleFamily,2005,5841,2391,3.0,4,,,792269
25775886,51 Schubert Ct,92617,Irvine,CA,33.64205,-117.837775,6059,SingleFamily,1987,2500,1587,2.5,3,03/22/2001,186500,737359
25775922,12 Russell Ct,92617,Irvine,CA,33.641536,-117.839423,6059,SingleFamily,1987,5618,2655,3.0,4,,,1180346
25776003,24 Russell Ct,92617,Irvine,CA,33.641094,-117.840067,6059,SingleFamily,1987,7182,1772,2.0,3,06/15/2011,355500,867681
25520962,42 Mount Vernon,92620,Irvine,CA,33.726978,-117.751131,6059,SingleFamily,1999,3920,2390,2.5,4,11/20/2009,787000,1133767
25520969,56 Mount Vernon,92620,Irvine,CA,33.726428,-117.750285,6059,SingleFamily,2000,7000,2400,2.5,4,11/30/2017,1085000,1127516
25520971,60 Montrose,92620,Irvine,CA,33.726686,-117.750082,6059,SingleFamily,1998,3948,2178,2.5,4,,,1069050
25521483,15 Montia,92620,Irvine,CA,33.723509,-117.748765,6059,SingleFamily,1999,9491,4412,4.5,5,09/21/1999,710000,2247498
25521485,9 Montia,92620,Irvine,CA,33.722983,-117.749298,6059,SingleFamily,1999,9822,4345,4.5,6,06/09/2017,2355000,2523556
25521492,10 Montia,92620,Irvine,CA,33.722697,-117.748823,6059,SingleFamily,1999,9372,4052,4.5,5,10/07/1999,736000,2118271
51632410,11 Ivy Gln,92620,Irvine,CA,33.721979,-117.746403,6059,SingleFamily,1999,12504,3168,4.0,4,03/31/2000,652000,1462740
51632415,8 Ivy Gln,92620,Irvine,CA,33.721462,-117.746243,6059,SingleFamily,1999,8065,4345,4.5,6,,,2048512
51632413,4 Ivy Gln,92620,Irvine,CA,33.721455,-117.745758,6059,SingleFamily,2000,8777,4390,4.5,6,11/22/2017,2100000,2185115
51632284,47 Middleton,92620,Irvine,CA,33.725527,-117.747717,6059,SingleFamily,1999,4725,2445,3.0,3,10/03/2018,1250000,1264873
51632282,43 Middleton,92620,Irvine,CA,33.725328,-117.74792,6059,SingleFamily,1999,5740,2500,3.0,4,05/02/2012,915000,1143989
51632262,22 Middleton,92620,Irvine,CA,33.725473,-117.748862,6059,SingleFamily,1999,6098,2445,3.0,4,06/22/2016,1280000,1378056
25521467,10 Garnet St,92620,Irvine,CA,33.723682,-117.747083,6059,SingleFamily,1999,5725,3596,3.5,5,03/29/2017,1720000,1870256
51632318,5 Roseleaf,92620,Irvine,CA,33.723701,-117.74613,6059,SingleFamily,1999,6969,3300,3.25,5,11/20/2007,1210000,1455470
50894872,9 Roseleaf,92620,Irvine,CA,33.723839,-117.746475,6059,SingleFamily,1999,7102,3535,3.0,4,03/19/2019,1810000,1840022
51632441,5 Photinia,92620,Irvine,CA,33.721913,-117.7449,6059,SingleFamily,1998,6044,3288,4.0,4,04/14/2000,563000,1473036
51632462,7 Dandelion,92620,Irvine,CA,33.721283,-117.743181,6059,SingleFamily,1999,6613,3251,3.5,5,09/29/2000,565500,1454349
25502645,12 Ashford,92618,Irvine,CA,33.664197,-117.785,6059,SingleFamily,1998,4802,2269,2.5,4,03/10/1999,360000,1112372
25718033,45 Eaglecreek,92618,Irvine,CA,33.666569,-117.784295,6059,SingleFamily,2000,,1600,3.0,3,05/01/2016,780000,849423
25718037,31 Eaglecreek St,92618,Irvine,CA,33.666203,-117.782984,6059,Condominium,1998,,1750,2.5,3,08/07/2017,870000,921421
25718030,34 Fern Pne,92618,Irvine,CA,33.666842,-117.783153,6059,Condominium,1999,,1585,2.5,3,10/15/2003,520000,795829
51632469,12 Arborwood,92620,Irvine,CA,33.72067,-117.742463,6059,SingleFamily,2000,8494,3700,4.0,5,08/05/2014,1780000,1972951
51631365,55 Pembroke,92618,Irvine,CA,33.66202,-117.778387,6059,SingleFamily,2000,3440,2154,2.5,4,07/28/2000,348000,1055083
69249586,42 Deer Trak,92618,Irvine,CA,33.702551,-117.721413,6059,SingleFamily,2008,5575,2900,3.5,3,06/07/2019,1240000,1254319
69249427,57 Gray Dove,92618,Irvine,CA,33.703208,-117.722733,6059,SingleFamily,2007,5009,3322,4.0,4,12/06/2007,1273000,1508954
69249428,55 Gray Dove,92618,Irvine,CA,33.703315,-117.722659,6059,SingleFamily,2007,5227,2717,3.5,3,07/31/2015,1025000,1230910
89157098,33 Arrowhead,92618,Irvine,CA,33.706104,-117.721377,6059,Condominium,2008,,2342,3.5,3,04/07/2009,648000,941063
95760002,16 Upperbend,92618,Irvine,CA,33.706104,-117.721377,6059,Condominium,2009,,2655,4.5,4,11/20/2009,707500,981539
95722212,14 Upperbend,92618,Irvine,CA,33.706104,-117.721377,6059,Condominium,2009,,2410,2.5,3,11/24/2009,660000,908124
111420438,27 Gray Dove,92618,Irvine,CA,33.706104,-117.721377,6059,Condominium,2010,,2113,3.0,3,06/29/2010,721000,906864
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2115244854,1411 Whispering Trl,92602,Irvine,CA,33.737898,-117.763315,,Apartment,,,1267,2.0,2,,,
2115084758,2911 Whispering Trl,92602,Irvine,CA,33.738478,-117.763841,,Apartment,,,1153,2.0,2,,,
,,,,,,,,,,,,,,,,
59725961,37 Sage Crk,92603,Irvine,CA,33.633235,-117.789002,6059,SingleFamily,2007,25264,11625,7.0,5,05/27/2014,6600000,8225193
69248291,25 Needle Grass,92603,Irvine,CA,33.641839,-117.781805,6059,SingleFamily,2010,25395,9923,7.5,7,07/20/2017,7575000,8050430
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
63113199,23 Cobalt Sky,92603,Irvine,CA,33.622645,-117.816917,6059,SingleFamily,2006,17737,5570,5.5,6,03/22/2016,3998000,4659590
63113200,25 Cobalt Sky,92603,Irvine,CA,33.622382,-117.81672,6059,SingleFamily,2005,21069,5700,6.0,5,07/21/2010,3600000,4386200
63113307,55 Grandview,92603,Irvine,CA,33.620439,-117.816103,6059,SingleFamily,2006,11848,5562,7.0,6,03/07/2016,3830000,4391265
63113911,97 Canyon Crk,92603,Irvine,CA,33.637572,-117.778844,6059,SingleFamily,2008,20473,9901,8.0,6,10/29/2019,6750000,6749080
54972329,25 Willowridge,92602,Irvine,CA,33.737058,-117.765837,6059,SingleFamily,2001,4489,2265,2.5,3,,,1081453
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
61643840,115 Symphony,92603,Irvine,CA,33.643986,-117.769209,6059,SingleFamily,2003,5766,4100,4.5,5,10/02/2012,1570000,2106691
61643844,107 Symphony,92603,Irvine,CA,33.644318,-117.768602,6059,SingleFamily,2003,6078,3951,3.0,3,12/15/2003,1031500,1768248
61643875,110 Retreat,92603,Irvine,CA,33.642984,-117.768368,6059,SingleFamily,2005,6067,3698,4.5,6,03/28/2018,1900000,1945244
61643880,120 Retreat,92603,Irvine,CA,33.642711,-117.769215,6059,SingleFamily,2003,6385,3698,2.5,3,01/04/2005,1670000,1774182
61643904,107 Ambiance,92603,Irvine,CA,33.641903,-117.767836,6059,SingleFamily,2003,6875,3424,3.5,4,05/19/2006,1487000,1885639
61643913,110 Ambiance,92603,Irvine,CA,33.641337,-117.768183,6059,SingleFamily,2004,6994,3100,4.0,4,03/16/2009,1290000,1672342
61500150,215 Terra Cotta,92603,Irvine,CA,33.650736,-117.781772,6059,SingleFamily,2002,,1601,2.5,3,12/10/2002,411500,780554
61500146,225 Terra Cotta,92603,Irvine,CA,33.650436,-117.78157,6059,Condominium,2002,,1918,2.5,3,02/25/2013,685000,886758
63118595,65 Figtree,92603,Irvine,CA,33.650736,-117.781772,6059,Condominium,2003,,1918,2.5,3,05/28/2003,490500,873386
63118601,79 Figtree,92603,Irvine,CA,33.650736,-117.781772,6059,Condominium,2003,,1918,2.5,3,05/05/2004,725000,950085
64793768,26 Sanctuary,92620,Irvine,CA,33.693539,-117.756705,6059,SingleFamily,2006,5842,3648,6.0,5,08/10/2017,1650000,1746555
64703566,26 Lookout,92620,Irvine,CA,33.693049,-117.756003,6059,SingleFamily,2006,5750,3648,6.5,6,,,1617719
64793719,54 Eclipse,92620,Irvine,CA,33.69556,-117.755935,6059,SingleFamily,2006,6273,3648,5.5,5,04/03/2015,1625000,1663897
64754603,63 Sanctuary,92620,Irvine,CA,33.695777,-117.75522,6059,SingleFamily,2005,5425,3285,4.5,4,08/21/2008,1200000,1475251
64804925,50 Fanlight,92620,Irvine,CA,33.693048,-117.751893,6059,SingleFamily,2005,6969,3418,4.0,4,,,
64752085,74 Fanlight,92620,Irvine,CA,33.693033,-117.752489,6059,SingleFamily,2006,5000,3481,5.5,5,07/13/2018,1596000,1616908
64638572,45 Echo Gln,92603,Irvine,CA,33.634456,-117.779997,6059,SingleFamily,2005,27574,7239,5.5,4,12/08/2016,5575000,6180589
25721351,19 Alejo # 59,92612,Irvine,CA,33.64401,-117.800925,6059,Condominium,1985,,2357,2.5,3,04/30/2019,1155000,1172341
25721354,11 Alejo # 62,92612,Irvine,CA,33.644175,-117.800859,6059,Condominium,1985,,2357,2.5,3,02/26/2002,575000,1173238
54972261,124 Spring Valley,92602,Irvine,CA,33.736694,-117.765639,6059,SingleFamily,2001,4700,2281,3.0,3,07/23/2001,512909,1089871
54972269,1 Sebastian,92602,Irvine,CA,33.737059,-117.764788,6059,SingleFamily,2002,12045,2265,3.0,3,08/30/2002,539000,1086972
246147992,5 San Joaquin Plz,92660,Irvine,CA,33.690159,-117.811367,6059,SingleFamily,,7827,,,,,,
61499422,100 Symphony,92603,Irvine,CA,33.644145,-117.767937,6059,SingleFamily,2003,8917,3600,4.0,4,01/07/2013,1474000,1750709
61643860,105 Retreat,92603,Irvine,CA,33.643691,-117.768096,6059,SingleFamily,2005,6534,3500,5.0,6,02/18/2016,1976000,2138805
61643871,102 Retreat,92603,Irvine,CA,33.643306,-117.767752,6059,SingleFamily,2004,6641,3698,3.5,4,12/16/2004,1240000,1890721
61643884,115 Mosaic,92603,Irvine,CA,33.642552,-117.768717,6059,SingleFamily,2004,6661,3597,6.0,5,01/18/2005,1171500,2076065
61643900,115 Ambiance,92603,Irvine,CA,33.641698,-117.768576,6059,SingleFamily,2004,6593,3800,5.0,5,07/08/2010,1452000,2134611
61643919,103 Pageantry,92603,Irvine,CA,33.641149,-117.767264,6059,SingleFamily,2004,7649,3935,3.0,4,08/03/2004,1207500,1909616
61643936,104 Luminous,92603,Irvine,CA,33.639667,-117.767356,6059,SingleFamily,2004,6697,3597,5.0,5,09/23/2004,1434000,2127955
61500142,233 Terra Cotta,92603,Irvine,CA,33.650736,-117.781772,6059,SingleFamily,2002,,1502,3.0,3,12/13/2013,719000,787615
63118591,52 Paperwhite,92603,Irvine,CA,33.650736,-117.781772,6059,Condominium,2003,,1601,2.5,3,04/15/2003,482500,756629
63118607,87 Figtree,92603,Irvine,CA,33.65073,-117.781731,6059,Condominium,2003,4700,2113,3.0,4,07/14/2014,950000,1112414
63118568,228 Tuberose,92603,Irvine,CA,33.650736,-117.781772,6059,SingleFamily,2003,,1601,2.5,3,01/29/2014,720000,784502
64591031,21 Breezes,92620,Irvine,CA,33.69255,-117.756077,6059,SingleFamily,2007,8000,3531,4.0,5,03/12/2012,1088000,1568664
64531840,62 Eclipse,92620,Irvine,CA,33.695978,-117.755507,6059,SingleFamily,2006,6000,3500,4.25,4,05/26/2006,1371000,1597947
64796175,64 Winding Way,92620,Irvine,CA,33.694086,-117.752567,6059,SingleFamily,2006,5850,3630,4.0,5,07/02/2018,1520000,1540807
64783477,57 Fanlight,92620,Irvine,CA,33.693727,-117.751947,6059,SingleFamily,2006,7243,3549,4.5,4,04/18/2016,1555000,1662221
25721297,8 El Paseo # 5,92612,Irvine,CA,33.645249,-117.800148,6059,Townhouse,1985,,2069,3.0,3,07/26/2012,785000,1019543
25721293,1 La Quinta,92612,Irvine,CA,33.645504,-117.800201,6059,Condominium,1985,,2069,3.0,3,04/26/1999,432000,1011862
2084751189,27 Sarena,92612,Irvine,CA,33.64394,-117.800336,,Townhouse,1987,,2104,3.0,3,07/09/2019,1350000,1360587
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
25775825,6 Owen Ct,92617,Irvine,CA,33.639352,-117.838775,6059,SingleFamily,1986,5150,2085,2.5,4,,,775355
25775841,19 Owen Ct,92617,Irvine,CA,33.639383,-117.837482,6059,SingleFamily,1986,6307,1510,2.0,3,,,735750
25775757,7 Gibbs Ct,92617,Irvine,CA,33.63861,-117.844046,6059,SingleFamily,1985,7560,2943,3.0,4,,,1269671
25776055,12 Zola Ct,92617,Irvine,CA,33.638095,-117.837178,6059,SingleFamily,1990,3864,2518,2.5,4,,,768072
25776054,10 Zola Ct,92617,Irvine,CA,33.638044,-117.837316,6059,SingleFamily,1990,4550,3829,3.0,3,,,1810707
25776084,48 Urey Ct,92617,Irvine,CA,33.637432,-117.836105,6059,SingleFamily,1992,6580,2920,3.0,5,,,1254460
2082309219,100 Cantor # 613,92620,Irvine,CA,33.69458,-117.743426,,MultiFamily5Plus,,,1110,2.0,2,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2082674466,100 Cantor # 803,92620,Irvine,CA,33.69458,-117.743426,,MultiFamily5Plus,2006,,1191,2.5,2,,,
61499392,56 Shady Ln,92603,Irvine,CA,33.628253,-117.825257,6059,SingleFamily,2003,4927,2734,3.5,3,09/28/2018,1900000,1922432
61643393,22 Trumpet Vine,92603,Irvine,CA,33.628457,-117.823628,6059,SingleFamily,2004,7405,3550,3.0,4,07/29/2009,1530000,2318807
61643392,24 Trumpet Vine,92603,Irvine,CA,33.628574,-117.823479,6059,SingleFamily,2004,5967,3066,3.5,4,11/09/2004,1433000,2100905
61643403,23 Garden Ter,92603,Irvine,CA,33.627432,-117.823847,6059,SingleFamily,2003,9184,3649,3.0,4,02/05/2016,2500000,2752236
61643407,31 Garden Ter,92603,Irvine,CA,33.627941,-117.823277,6059,SingleFamily,2004,5802,3010,3.5,4,03/26/2019,2100000,2134664
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
69247726,24 Sweet Shade,92606,Irvine,CA,33.692796,-117.81814,6059,SingleFamily,2008,3702,2526,2.5,3,08/07/2015,906000,1018889
63118831,101 Vermillion,92603,Irvine,CA,33.650405,-117.781878,6059,Condominium,2003,,2501,3.5,4,08/31/2005,890000,1108380
63119622,82 Stepping Stone,92603,Irvine,CA,33.651921,-117.780606,6059,SingleFamily,2004,,1700,3.0,3,04/28/2009,568000,757315
50920344,39 Mount Vernon,92620,Irvine,CA,33.727392,-117.751102,6059,SingleFamily,2000,3513,1917,2.5,4,04/25/2006,848500,960807
25520977,51 Mount Vernon,92620,Irvine,CA,33.726926,-117.75039,6059,SingleFamily,1998,3468,2570,2.5,4,12/05/2008,830000,1167461
25521008,20 Rosslyn,92620,Irvine,CA,33.727564,-117.749925,6059,SingleFamily,1999,3441,2392,2.5,4,02/26/2016,1120000,1180112
51632202,93 Montrose,92620,Irvine,CA,33.728061,-117.751281,6059,SingleFamily,1999,4020,1956,3.0,3,08/21/2018,895000,905487
25521482,17 Montia,92620,Irvine,CA,33.723668,-117.74861,6059,SingleFamily,1999,10105,2909,3.5,4,05/01/2002,765000,1458427
51632384,9 Viola,92620,Irvine,CA,33.722504,-117.748526,6059,SingleFamily,1999,9401,5009,4.5,8,11/18/1999,710000,2190690
51632421,5 Iris,92620,Irvine,CA,33.722031,-117.747739,6059,SingleFamily,1999,9510,4345,4.5,6,01/12/2000,753500,2041593
25521060,3 Lynnfield,92620,Irvine,CA,33.727439,-117.749048,6059,SingleFamily,2000,9000,2800,3.0,6,07/27/2001,590000,1261108
25521032,32 Lynnfield St,92620,Irvine,CA,33.726283,-117.749289,6059,SingleFamily,1999,6000,2804,4.0,4,06/30/2014,1330000,1464869
25521046,31 Lynnfield St,92620,Irvine,CA,33.726083,-117.748788,6059,SingleFamily,1998,5227,2895,4.0,4,12/30/1998,478000,1439250
51632287,53 Middleton,92620,Irvine,CA,33.725812,-117.747358,6059,SingleFamily,1999,6617,2445,4.0,4,09/22/2003,850000,1235797
25521450,17 Garnet,92620,Irvine,CA,33.724502,-117.747352,6059,SingleFamily,1999,7897,3631,4.0,4,04/24/2018,1750000,1785819
25521462,5 Garnet,92620,Irvine,CA,33.723515,-117.747515,6059,SingleFamily,1999,5735,3535,4.0,5,07/30/1999,485000,1453799
51632342,17 Azalea,92620,Irvine,CA,33.72331,-117.745611,6059,SingleFamily,2000,5967,3750,4.0,5,08/16/2011,1188000,1518729
51632344,11 Azalea,92620,Irvine,CA,33.723131,-117.745925,6059,SingleFamily,1999,5829,3596,4.0,5,03/09/2016,1531000,1651264
51632438,11 Photinia,92620,Irvine,CA,33.722238,-117.744466,6059,SingleFamily,1998,6305,3288,3.0,4,04/28/2000,563000,1414416
51632457,6 Heather,92620,Irvine,CA,33.721226,-117.743649,6059,SingleFamily,1999,7015,3736,4.0,4,03/30/2018,1760000,1801469
25502638,25 Ashford,92618,Irvine,CA,33.663912,-117.783885,6059,SingleFamily,1999,4450,2269,2.5,4,05/06/2005,898000,1160174
25718036,51 Eaglecreek,92618,Irvine,CA,33.666569,-117.784295,6059,Condominium,1999,,2004,2.5,3,11/18/1999,354000,922135
51631355,81 Edgewood,92618,Irvine,CA,33.663114,-117.778791,6059,SingleFamily,2000,4273,2154,2.5,4,10/17/2000,378500,1119060
51631382,58 Kelsey,92618,Irvine,CA,33.662202,-117.77852,6059,SingleFamily,2000,4041,1936,2.5,3,08/03/2000,362000,911874
51631325,46 Pembroke,92618,Irvine,CA,33.661444,-117.778615,6059,SingleFamily,1999,3643,1936,2.5,3,06/01/2009,250000,879630
51631278,57 Chadwick,92618,Irvine,CA,33.66172,-117.777624,6059,SingleFamily,1999,3758,1725,2.5,3,11/08/2005,759000,887270
,,,,,,,,,,,,,,,,
64511639,34 Tea Gdn,92620,Irvine,CA,33.69921,-117.76213,6059,Condominium,2005,,2416,4.0,4,,,998548
,,,,,,,,,,,,,,,,
25493481,5301 Plum Tree,92612,Irvine,CA,33.660685,-117.802029,6059,SingleFamily,1977,3049,1204,2.0,2,02/25/2016,570000,689212
25487779,12 Golden Star,92604,Irvine,CA,33.692742,-117.794653,6059,SingleFamily,1974,5400,2998,3.0,4,04/01/2002,565000,1210355
,,,,,,,,,,,,,,,,
25487734,21 Deerwood W,92604,Irvine,CA,33.693222,-117.795159,6059,SingleFamily,1974,5401,2597,3.0,4,03/29/2013,800000,1013449
